paragraphs,link
"'▁', '▁▁', '▁▁▁▁', '<|newline|>'",https://docs.ai21.com/docs/repetition-penalties
"Apply the penalty to punctuations. Optional, default=True.",https://docs.ai21.com/docs/repetition-penalties
"Determines whether the penalty is applied to tokens containing punctuation characters and whitespaces, such as ; , !!! or ▁\[[@.",https://docs.ai21.com/docs/repetition-penalties
"Apply the penalty to numbers. Optional, default=True.",https://docs.ai21.com/docs/repetition-penalties
"Determines whether the penalty is applied to purely-numeric tokens, such as 2022 or 123. Tokens that contain numbers and letters, such as 20th, are not affected by this parameter.",https://docs.ai21.com/docs/repetition-penalties
"Apply the penalty to stop words. Optional, default=True.",https://docs.ai21.com/docs/repetition-penalties
"Determines whether the penalty is applied to tokens that are NLTK English stopwords or multi-word combinations of these words, such as are , nor and ▁We▁have.",https://docs.ai21.com/docs/repetition-penalties
"Exclude emojis from the penalty. Optional, default=True.",https://docs.ai21.com/docs/repetition-penalties
Determines whether the penalty is applied to any of approximately 650 common emojis in the Jurassic-1 vocabulary.,https://docs.ai21.com/docs/repetition-penalties
"For specific needs and use cases, the Advanced section contains information about practices and features that are less common and not needed to get started. This is similar to a car manual, where the basic information is needed to get started, but the advanced section contains information about less common practices and features.",https://docs.ai21.com/docs/advanced
"AI21 Studio is a platform for building AI applications that comprehend and generate natural language, powered by AI21 Labs' cutting-edge language models (LMs).",https://docs.ai21.com/docs
AI21 Studio allows users to generate text completions for an input prompt using Jurassic-1 Language models. This is realized using either of the following interfaces:,https://docs.ai21.com/docs
You can also use one of our specialized APIs and integrate in your system for:,https://docs.ai21.com/docs
AI21 Studio offers flexible pay-as-you-go plans as well as a free trial with a generous amount of free credits to get you started. Create your account here.,https://docs.ai21.com/docs
"Language models are great for generating text. However, we’d like to make sure the text adheres to our needs as developers. In many use cases, we’d like to feed the model with some input text and get an output text which satisfies the product need. To do so, you need to engineer the perfect prompt.",https://docs.ai21.com/docs/prompt-engineering
"To be more concrete, imagine you're building a writing platform that helps your users to write easier in their own voice. One of the main features is paraphrasing: given a sentence, your app should automatically suggest paraphrases of the same sentence which are more fluent and customized to the writer's voice (BTW, if you do happen to build this kind of app and need such a feature - head on to our Rewrite API).",https://docs.ai21.com/docs/prompt-engineering
"You’d like to use AI21 Studio language models to automatically generate the paraphrased suggestions. You can think of the models as smart autocompletion machinery: you feed in text, and the model will generate text that seems like a natural continuation. Your job is to make sure that the desired output (paraphrases in this example) would be the most natural continuation. In other words, you need to create the perfect input to the model, also known as a prompt. What are your tools to make it happen?",https://docs.ai21.com/docs/prompt-engineering
This is the simplest approach. Simply format your input prompt into a template that screams out what the completion should be:,https://docs.ai21.com/docs/prompt-engineering
Let's put a sentence (by Oscar Wilde) in the template and see what we get:,https://docs.ai21.com/docs/prompt-engineering
"Feeding this text into the model, you’ll get a nice completion:",https://docs.ai21.com/docs/prompt-engineering
"Look at the output we got earlier. Maybe the new sentence doesn't fit exactly to what you imagined, and you want a different one. This can be challenging to specify in the prompt.. or maybe it’s easy, but the model doesn't exactly meet your requirements. Suppose your user requires a formal tone. Simply adjusting the instruction to reflect this may not be enough, and the definition of formal may vary.",https://docs.ai21.com/docs/prompt-engineering
"A powerful solution would be to use the few-shot approach. Here you’ll need to gather a few examples of <input text, output text> pairs that adhere to your product needs. You should format the pairs into a template such that the desired output would be the most natural continuation. In our case, a suitable template would look like this (assuming you have two example pairs):",https://docs.ai21.com/docs/prompt-engineering
"To be more concrete, let's get examples of <input text, output text> that look like what we want, and format it into the template. Notice that we also add the input text provided by the user, but without a matching output text. We’ll get this text that we’ll feed into the model:",https://docs.ai21.com/docs/prompt-engineering
And here’s the generated result:,https://docs.ai21.com/docs/prompt-engineering
"Language models were trained to generate text token by token and produce text completion in a scope that fits the prompt. Just like it learned how to generate text, it also trained to know when to stop. Jurassic-1 tokenizers have a special token that signals when a reasonable generation end by default. During pre-training, models were trained on text items containing stop sequence suffixes, and by doing so, they were adjusted to end sequences appropriately. However, there are times when the user will benefit from controlling the scope of the generated text, so how can you control the length of the sequence the models generate?",https://docs.ai21.com/docs/when-the-generation-stops
"You can set a lower and upper bound for the amount of tokens the model will generate (minTokens and maxTokens, respectfully). Note that this is very artificial and may cause texts to be cut-off in the middle of a sentence.",https://docs.ai21.com/docs/when-the-generation-stops
"You can set a stop sequence that tell the model to stop generating text. When the model will generate this sequence, we will make it stop generating more text afterwards. A simple example: in order to generate a single sentence, you can set the character ""."" as a stop sequence, which will signal the model to stop once it is generated.",https://docs.ai21.com/docs/when-the-generation-stops
"This is very handy when using a few-shot prompt: where we feed the model with a prompt containing a few examples. A few shot prompt contains one or more completion examples preceding the actual text to complete. Upon generating the completion, the model may repeat the few shot structures and generate additional examples unless otherwise instructed. Therefore, it is recommended to separate the examples by a custom sequence such as “==”, and set it as a stop sequence. Once the text is generated, the model repeats the pattern and generates the separator, which indicates that text generation has been completed. See the example below:",https://docs.ai21.com/docs/when-the-generation-stops
Seems that the model has captured the tone from the examples we provided. You can try it yourself in the playground.,https://docs.ai21.com/docs/prompt-engineering
Another advantage of the few-shot approach is that we can tell the model when to stop. Did you notice the ### at the end of every rewrite? Besides being a separator between the examples - helping the model to distinguish between them - it also helps us in knowing when the model should stop generating more text. You can read more about stop sequences here.,https://docs.ai21.com/docs/prompt-engineering
Want to dive deeper to prompt engineering? Read our blog post.,https://docs.ai21.com/docs/prompt-engineering
"A language model knows how to complete texts token by token. But how does it choose the next token? Will it always choose the same token for a given sequence, or will it choose something different every time?",https://docs.ai21.com/docs/sampling-from-language-models
"Given a prompt (the input to the model), the model generates a distribution over all possible completions (output from the model). It does that by calculating the probability of every token in the dictionary to appear next. Then the model samples a completion according to the distribution.",https://docs.ai21.com/docs/sampling-from-language-models
"Let's understand it using a simple example. Suppose the prompt is the phrase ""I will"". Here is the distribution over all possible tokens (assuming a very small dictionary just for the demonstration):",https://docs.ai21.com/docs/sampling-from-language-models
"There is a 55% chance for the model to choose the completion ""survive"", a 25% chance for the completion ""always love you"", etc. In simple words, it means that if we give the model this prompt 100 times, we'll likely get “survive” 55 times, ""always love you"" 25 times, etc.",https://docs.ai21.com/docs/sampling-from-language-models
"As users, we want to have some control on the output, so we can get the most out of it. The key is to somehow change the distribution the model samples from, without changing anything in the model. Here are 3 ways to adjust the sampling of language models using sampling parameters. Each of them has its own benefits, and it is also possible to combine them - in the end, it all comes down to what you need.",https://docs.ai21.com/docs/sampling-from-language-models
"The most popular sampling parameter to play with is the temperature. Inspired by thermodynamics, low temperature means stagnation and high temperature means movement. The temperature value affects the distribution: for a low temperature, we get a higher weight for the most probable token. At 0 temperature we always get the maximum token and the distribution looks like this:",https://docs.ai21.com/docs/sampling-from-language-models
"Namely, the model will always sample the same token at every call.",https://docs.ai21.com/docs/sampling-from-language-models
"A high temperature does the exact opposite: the distribution tends to be as uniform as possible, meaning all tokens have about the same probability. I will look something like this:",https://docs.ai21.com/docs/sampling-from-language-models
"So if you care about consistency and you always want to get the most likely completion (for example in classification tasks), go for temperature=0. If you want more creativity (usually useful in text generation tasks) - try a higher temperature (we recommend to start with 0.7).",https://docs.ai21.com/docs/sampling-from-language-models
"We have created a new Overview page to be the entry gate to our platform. With easy access to a set of premade examples (presets), API documentation and custom models, it should be a breeze to start working with our technology right away.",https://docs.ai21.com/changelog/new-overview-page-1
Here is a link to the Overview page.,https://docs.ai21.com/changelog/new-overview-page-1
"We are excited to announce the launch of two specialized APIs from AI21 Studio: Rewrite API and Summarize API. Developed by our experts, these top-notch NLP models are designed to handle the complex tasks of paraphrasing and summarization accurately. All that’s left is to integrate them into your product and let the magic happen 🔮✨💫",https://docs.ai21.com/changelog/launching-rewrite-api-and-summarize-api-to-open-beta
"With Rewrite API, you can paraphrase text to use different wording, style and tone. Give your users superpowers by integrating an AI co-writer into your app.",https://docs.ai21.com/changelog/launching-rewrite-api-and-summarize-api-to-open-beta
See it in action:,https://docs.ai21.com/changelog/launching-rewrite-api-and-summarize-api-to-open-beta
"With Summarize API, you can compress documents into short summaries. Extract insights from social media discourse, online reviews, organizational knowledge bases and more.",https://docs.ai21.com/changelog/launching-rewrite-api-and-summarize-api-to-open-beta
"The current pricing model for Rewrite API is available here. While we finalize the Summarize API pricing, you can use it for free (knock yourself out 😉).",https://docs.ai21.com/changelog/launching-rewrite-api-and-summarize-api-to-open-beta
There's never been an easier way to use NLP! We can't wait to see what you'll build 🤓,https://docs.ai21.com/changelog/launching-rewrite-api-and-summarize-api-to-open-beta
"Another sampling parameter that helps adjusting the model’s sampling is TopK. It’s pretty simple: instead of using the full distribution, the model only samples from the K most probable tokens. For K=1 we basically get the same situation as temp 0. In our example, for K=2 the distribution looks like this:",https://docs.ai21.com/docs/sampling-from-language-models
"The third parameter is TopP. This is similar to TopK, but instead of limiting the number of tokens, we limit the total cumulative probability from which to sample. It works like this: we take the most likely token, add it to the pool, and its probability to the amount. We continue adding tokens this way until the sum of probabilities reaches TopP. What happens here is effectively similar to TopK: we remove the ""tail"" of the tokens with the lowest probabilities, except that TopP is more flexible for the number of tokens. In our example for TopP=0.95 we sample from the following distribution:",https://docs.ai21.com/docs/sampling-from-language-models
The website from which you got to this page is protected by Cloudflare. Email addresses on that page have been hidden in order to keep them from being accessed by malicious bots. You must enable Javascript in your browser in order to decode the e-mail address.,https://docs.ai21.com/cdn-cgi/l/email-protection#087b696e6d7c714869613a39266b6765
"If you have a website and are interested in protecting it in a similar way, you can sign up for Cloudflare.",https://docs.ai21.com/cdn-cgi/l/email-protection#087b696e6d7c714869613a39266b6765
"The new documentation platform introduces more information on the use of our large language models, how to use our APIs, example recipes, and more!",https://docs.ai21.com/changelog/a-new-version-of-ai21s-documentation-platform-has-been-released
"By having all the information gathered in one place, you should be able to gain a comprehensive understanding of our platform. It is our hope that it will make the process of utilizing our technology easier for you.",https://docs.ai21.com/changelog/a-new-version-of-ai21s-documentation-platform-has-been-released
"As a result of having a robust but flexible documentation platform, we are able to keep up and continue to update our guides and API references with each new feature and capability we introduce.",https://docs.ai21.com/changelog/a-new-version-of-ai21s-documentation-platform-has-been-released
Two new features are included in this update: custom presets can be deleted and uploaded datasets can be deleted. Both of these features are extremely useful for anyone who has a large number of assets and wishes to organize them as well as remove older assets from their collections.,https://docs.ai21.com/changelog/new-delete-preset
"To delete a preset, go to the Playground page and click the ""Presets"" dropdown. You will see a ""Delete"" button next to each custom preset, grouped under ""My Presets"".",https://docs.ai21.com/changelog/new-delete-preset
"To delete a dataset, go to the Datasets page and click the ""Delete"" button next to the dataset.",https://docs.ai21.com/changelog/new-delete-preset
"Jurassic-1 Instruct, our instruction-following language model, is now available in open beta! 🦖",https://docs.ai21.com/changelog/jurassic-1-instruct-is-now-available
"Based on the Jurassic-1 Grande, Jurassic-1 Instruct was trained specifically to handle instructions-only prompts (""zero-shot"") that do not require examples (""few-shot""). It is the most natural way to interact with large language models: simply enter a short prompt instructing the model what to do, and get a concise answer from the model.",https://docs.ai21.com/changelog/jurassic-1-instruct-is-now-available
"Here’s an example of what Instruct can do - the World Cup. Even if you’re not a soccer fan, you can be part of the group. Ask Jurassic-1 Instruct to come up with a relevant soccer tweet:",https://docs.ai21.com/changelog/jurassic-1-instruct-is-now-available
Try it out and discover the power of zero-shot prompting!,https://docs.ai21.com/changelog/jurassic-1-instruct-is-now-available
"Despite being in open beta, the Jurassic-1 Instruct displays phenomenal capabilities, and will continue to improve over time.",https://docs.ai21.com/changelog/jurassic-1-instruct-is-now-available
We hope you'll enjoy using Jurassic-1 Instruct.,https://docs.ai21.com/changelog/jurassic-1-instruct-is-now-available
"We are pleased to announce the availability of the Python Software Development Kit (SDK) for AI21 Studio's state-of-the-art natural language processing models, including the Jurassic-1 series and all specialized models.",https://docs.ai21.com/changelog/python-sdk-is-now-available
"This SDK enables developers to easily connect their Python applications to AI21 Studio's advanced language processing capabilities, such as text completion, instruct commands, rewrite, summarization, and more. In addition, the SDK includes several helpful utilities, such as automatic authentication and error handling, to facilitate the integration of Jurassic-1 into Python applications.",https://docs.ai21.com/changelog/python-sdk-is-now-available
"In the Rewrite and Summarize APIs, you can delete your customized presets if you find that you no longer need them. In addition, in the top navigation, we have included a question mark (help) icon that opens up a live chat window with our customer service department.",https://docs.ai21.com/changelog/small-yet-useful-new-features-for-preset-management-documentation-and-customer-support
"As part of the third update, we have now added a search option to the live chat window, enabling you to search our documentation, guides, API reference, and more. This new search option will save you time and help you get the answers you need more quickly and easily.",https://docs.ai21.com/changelog/small-yet-useful-new-features-for-preset-management-documentation-and-customer-support
Two new features are now available:,https://docs.ai21.com/changelog/new-features-in-ai21-studio-delete-datasets-custom-models
Both operations can be done through the playground or through the API.,https://docs.ai21.com/changelog/new-features-in-ai21-studio-delete-datasets-custom-models
Python client for the AI21 Studio API.,https://docs.ai21.com/reference/python-sdk-complete
"To install the client, run the following command:",https://docs.ai21.com/reference/python-sdk-complete
You can find your API key here.,https://docs.ai21.com/reference/python-sdk-complete
"API keys can be set globally using ai21.api_key, like so:",https://docs.ai21.com/reference/python-sdk-complete
Or pass it to any function call as a named argument. For example:,https://docs.ai21.com/reference/python-sdk-complete
"In the following example, an AI21 API client is used with an API key and timeout parameter set globally. This example uses a simple completion call with only the prompt and maxTokens arguments supplied (all other completion settings are set to their defaults):",https://docs.ai21.com/reference/python-sdk-complete
Delete a dataset by id.,https://docs.ai21.com/reference/delete-dataset
You can use the Get datasets list endpoint to retrieve all of your datasets IDs.,https://docs.ai21.com/reference/delete-dataset
Upload a dataset crafted specifically to your use-case.,https://docs.ai21.com/reference/add-dataset
You can easily train your own custom model using our API. The training process is divided into 2 steps: ,https://docs.ai21.com/reference/datasets
Get a dadaset by id.,https://docs.ai21.com/reference/get-dataset
"You can generate a text completion for a given text prompt by posting an HTTP request to the complete endpoint corresponding to the desired language model to use. The request contains the input text, called a prompt and various parameters controlling the generation. For authentication, you must include your API key in the request headers. A complete response contains the tokenized prompt, the generated text(s), called completion(s), and various metadata. The request and response specifications are documented in full here.",https://docs.ai21.com/reference/j1-complete
"You can test our API in a web environment on this page, or download the Python SDK if you would like to use it in a Python project.",https://docs.ai21.com/reference/j1-complete
"The response is a nested data structure as described below. At its top level, the response has the following fields:",https://docs.ai21.com/docs/response#tokendata
A unique string id for the processed request. Repeated identical requests get different ids.,https://docs.ai21.com/docs/response#tokendata
"The prompt, including the raw text, the tokens with their logprobs and the top-K alternative tokens at each position, if requested.",https://docs.ai21.com/docs/response#tokendata
Has two nested fields:,https://docs.ai21.com/docs/response#tokendata
"List of completions, including raw text, tokens and logprobs. The number of completions corresponds to requested numResults.",https://docs.ai21.com/docs/response#tokendata
Each completions has two nested fields:,https://docs.ai21.com/docs/response#tokendata
"Both the prompt and each of the completions provide lists of TokenData, where each entry describes a token and, if requested, its top-K alternatives. An instance of TokenData contains the following fields:",https://docs.ai21.com/docs/response#tokendata
Has two nested fields:,https://docs.ai21.com/docs/response#tokendata
"A list of the top K alternative tokens for this position, sorted by probability, according to the topKReturn request parameter, or null if topKReturn=0.",https://docs.ai21.com/docs/response#tokendata
Each token in the list has a token (string) field and a logprob (float) field.,https://docs.ai21.com/docs/response#tokendata
The start and end offsets of this token in the decoded text string.,https://docs.ai21.com/docs/response#tokendata
"The Rewrite API of AI21 Studio provides you access to our state-of-the-art paraphrasing engine. It was designed specifically for paraphrasing purposes and has been fine-tuned for that task. Consequently, it's easier to integrate into your systems, and since it's optimized for this objective - it's also more efficient (and therefore cheaper) than building it from scratch.",https://docs.ai21.com/reference/rewrite
"This API takes a piece of text and returns a list of paraphrases that convey the same meaning using different words. As a specialized API for paraphrasing, it contains features to enable you more control over the output: adjust the tone and rewrite only parts of a text (while keeping the whole context).",https://docs.ai21.com/reference/rewrite
"By specifying an (optional) intent, you can generate paraphrases that are longer, shorter, more formal or more casual than the original text. You can rewrite a specific span while keeping the surrounding text unchanged by passing spanStart and spanEnd (also optional).",https://docs.ai21.com/reference/rewrite
Get a custom model by id.,https://docs.ai21.com/reference/get-custom-model
See all your available custom models.,https://docs.ai21.com/reference/get-custom-models-list
"Text generation is billed based on the number of requests you perform and the amount of text you generate, measured in 1K tokens. The input text is free, and fees vary by the size of the model you choose to use. For example, assume your prompt contains 1,000 tokens, and you generate 3 alternative completions, where each completion is 50 tokens long. Whether your model is pre-trained or fine-tuned to your data, the cost of the request would be as follow: J1-Large = $0.0003 (request) + $0.03 / 1000 x 150 (gen. tokens) = $0.0048. J1-Grande = $0.0008 + $0.08 / 1000 x 150 = $0.0128. J1-Jumbo = $0.005 + $0.25 / 1000 x 150 = $0.0425. Note that the input length doesn't affect billing, since input text is free.", https://studio.ai21.com/pricing
"Custom model training is billed based on the dataset size (measured in MB) and the number of epochs. A 200,000 word dataset is approximately 1MB. For example, if your training dataset is 1 million words, equivalent to the complete works of Shakespeare, it works out to about 5MB. Assuming that you'd like to train for 10 epochs, the training cost would be: J1-Large = $0.1 x 5 x 10 = $5. J1-Grande = $0.5 x 5 x 10 = $25. J1-Jumbo = $3 x 5 x 10 = $150.", https://studio.ai21.com/pricing
"Yes! You can sign up for free and immediately access all Jurassic-1 language models. Upon registration, you will receive 90$ credit for the first 3 months (trial period). With it, you can access all our services, including custom model training. After the trial period ends, you will need to upgrade to a paid plan to continue using your account.", https://studio.ai21.com/pricing
"Once your custom model is trained to your needs, deployment is instantaneous and entirely free of charge. Fees for your custom model's text generation are exactly the same as for a pre-trained Jurassic-1 model of the same size!", https://studio.ai21.com/pricing
"Our models differ in size, which correlates with cost, quality, and processing speed. Jumbo is the largest and most capable model, while Large is the smallest and most affordable. Grande sits between the two: both very capable and very affordable. Deciding between the models is mostly a matter of finding the right cost-quality tradeoff for your needs. Another factor to consider is processing speed, since Large and Grande provides lower latency and higher throughput than Jumbo.", https://studio.ai21.com/pricing
"Yes! Set up one pay-as-you-go account, and add other team members to your organization. To add team members, go to Account -> Organization -> Invite Member and type your teammate's email address. It's that simple. They will get an email with an invitation link to join your organization on AI21 Studio. The organization is billed through one credit card for the combined usage by all team members.", https://studio.ai21.com/pricing
